price,age,km,fueltype,hp,metcolor,automatic,cc,doors,weight
8950,52,373,3,10,0,0,1398,1,1025
6950,58,273,1,6,1,0,2000,2,1100
7900,68,272,1,6,0,0,2000,1,1115
5950,68,260,2,8,0,0,1300,2,1000
7500,59,256,1,6,1,0,2000,1,1115
7500,62,253,1,6,1,0,2000,3,1140
6900,65,242,1,6,1,0,2000,1,1115
5751,67,239,1,6,0,0,2000,2,1100
6950,68,212,2,8,0,0,1300,1,1015
7950,67,211,3,1,1,0,1600,3,1050
7750,59,206,1,6,1,0,2000,1,1120
7950,64,205,1,6,1,0,2000,3,1135
8250,64,200,2,1,1,0,1600,1,1065
6250,67,194,1,9,1,0,2000,3,1135
9500,62,193,3,6,0,0,2000,3,1135
6900,59,187,1,6,1,0,2000,3,1135
8450,64,186,3,1,1,0,1600,1,1065
7350,65,181,1,6,1,0,2000,1,1115
8950,68,180,2,1,1,0,1600,3,1085
6900,60,179,1,6,0,0,2000,1,1115
8950,59,171,0,1,1,0,1600,1,1078
8750,61,169,2,1,0,0,1600,1,1065
7950,67,167,0,1,1,0,1600,3,1120
8950,64,162,1,6,1,0,2000,1,1120
8950,58,161,1,6,1,0,2000,3,1135
8950,65,160,1,6,1,0,2000,3,1135
7950,64,158,1,6,0,0,2000,3,1135
7750,60,151,2,1,0,0,1600,1,1050
7500,59,148,1,6,1,0,2000,2,1135
8950,67,141,1,12,1,0,2000,3,1135
9800,67,140,1,6,0,0,2000,3,1135
9450,66,138,2,1,1,0,1600,3,1085
8950,62,133,1,2,0,0,2000,3,1150
8750,68,132,1,6,1,0,2000,1,1115
10500,61,122,1,6,0,0,2000,3,1135
7995,59,118,2,8,0,0,1300,3,1050
10450,64,115,3,12,0,0,1600,3,1090
9950,66,112,1,6,0,0,2000,2,1100
9950,68,108,2,1,0,0,1600,1,1055
8950,68,107,2,1,0,0,1600,3,1070
7950,68,106,2,1,1,0,1600,2,1035
10950,57,105,2,1,0,0,1600,1,1065
9950,64,103,1,6,1,0,2000,3,1150
8600,68,102,2,1,1,1,1600,2,1065
7250,65,100,2,8,0,0,1300,1,1015
6950,68,97,1,6,0,0,2000,1,1115
8000,64,96,2,8,0,0,1300,3,1045
9950,58,94,2,1,0,0,1600,3,1070
9450,60,91,0,1,0,0,1600,2,1079
7950,68,88,2,1,1,0,1600,1,1055
9450,63,86,0,1,0,0,1600,1,1109
9950,64,84,3,1,1,0,1600,3,1075
6950,65,83,1,9,0,0,2000,1,1260
8250,59,80,2,1,1,0,1600,3,1065
9950,67,79,2,8,1,0,1300,1,1020
8250,59,77,2,8,1,0,1300,3,1040
9950,68,75,2,1,1,0,1600,3,1070
10500,66,74,2,1,1,0,1600,1,1065
7950,62,74,1,6,0,0,2000,2,1135
9750,65,73,2,1,0,0,1600,1,1065
9250,61,67,2,1,1,0,1600,3,1070
9500,68,64,2,1,1,0,1600,1,1050
9950,62,61,2,1,0,0,1600,3,1075
7750,63,58,2,1,0,0,1600,1,1050
9500,68,57,2,1,0,0,1600,3,1075
9950,67,55,2,1,1,0,1600,2,1035
9750,64,49,2,1,0,1,1600,1,1050
9750,58,45,2,8,0,0,1300,3,1040
5950,59,40,2,8,1,0,1300,1,1015
8500,0,40,2,8,0,0,1300,3,1040
8495,68,37,2,1,1,0,1600,3,1085
9250,67,35,2,8,0,0,1300,1,1020
6900,0,35,2,8,1,0,1300,1,1015
8950,58,34,2,8,1,0,1300,1,1025
9500,0,32,2,1,1,0,1600,3,1075
9250,63,29,2,8,0,0,1300,3,1055
9895,68,28,2,1,0,0,1600,3,1090
9950,57,26,1,6,1,0,2000,3,1135
7950,61,25,2,1,0,0,1600,1,1050
8750,68,20,2,1,1,0,1600,3,1075
8250,57,18,1,6,0,0,2000,1,1115
8950,63,16,2,1,1,0,1600,1,1065
8950,68,13,2,1,0,0,1600,3,1075
8950,61,10,2,1,0,0,1600,3,1070
8950,65,7,2,1,1,0,1600,3,1075
9450,67,1252,2,1,1,0,1600,3,1085
8950,59,1245,2,8,1,0,1300,1,1020
9250,65,1244,2,1,0,0,1600,3,1075
8750,64,1243,2,8,0,0,1300,2,1000
9950,61,1237,2,1,1,0,1600,1,1065
9950,0,1231,2,1,1,0,1600,3,1075
9900,65,1229,2,8,0,0,1300,1,1015
8950,66,1227,2,8,1,0,1300,2,1000
8950,67,1220,2,1,1,0,1600,1,1050
12250,0,1220,3,6,0,0,2000,2,1100
9250,67,1218,2,1,1,0,1600,3,1070
10250,61,1215,3,1,1,0,1600,1,1050
8950,0,1214,3,1,0,0,1600,1,1050
7999,65,1214,2,1,1,0,1600,1,1050
9900,66,1213,2,1,0,0,1600,1,1065
8250,63,1212,3,8,1,0,1300,2,1000
10500,65,1206,2,1,1,0,1600,3,1075
8450,65,1205,3,8,0,0,1300,1,1015
9900,68,1204,2,1,1,0,1600,3,1090
10500,62,1203,2,1,1,0,1600,3,1075
8500,67,1198,1,6,1,0,2000,2,1100
9500,61,1196,2,1,0,0,1600,1,1050
9450,65,1194,2,1,0,0,1600,1,1065
9900,0,1189,1,6,0,0,2000,1,1115
8250,0,1185,2,1,1,0,1600,1,1050
8750,0,1184,2,8,1,0,1300,1,1015
9500,58,1182,2,1,0,0,1600,3,1075
8450,68,1181,2,1,0,0,1600,1,1050
8490,62,1174,2,1,0,0,1600,1,1050
8750,60,1167,2,1,0,0,1600,2,1035
9750,64,1164,2,8,1,0,1300,1,1025
9950,63,1161,2,1,1,0,1600,3,1085
8500,68,1160,2,1,0,0,1600,1,1050
8450,63,1158,2,1,0,0,1600,3,1070
7900,62,1157,2,1,1,0,1600,2,1040
8750,57,1155,2,1,1,0,1600,1,1050
7950,61,1153,2,8,0,0,1300,1,1015
6900,62,1152,3,8,0,0,1300,1,1020
8150,65,1151,2,8,1,0,1300,1,1015
10995,59,1149,2,8,1,1,1300,3,1065
8900,59,1143,2,1,0,0,1600,1,1050
9500,59,1142,2,8,1,0,1300,3,1040
8950,68,1140,2,1,1,0,1600,2,1035
11500,65,1136,2,1,0,0,1600,1,1065
10450,62,1127,2,1,1,0,1600,1,1050
10500,60,1127,2,8,1,0,1300,1,1025
9250,68,1125,2,1,1,0,1600,2,1035
10950,65,1122,2,1,1,0,1600,3,1120
10450,62,1121,2,1,0,0,1600,3,1075
9250,68,1120,2,1,1,0,1600,3,1075
8750,62,1114,2,1,1,0,1600,3,1070
8750,67,1111,2,8,0,0,1300,1,1015
9800,68,1104,2,0,1,1,1600,3,1100
8250,64,1100,2,8,0,0,1300,1,1015
10450,62,1096,2,1,1,0,1600,1,1065
9750,58,1094,2,1,0,0,1600,3,1050
8950,61,1093,2,1,1,0,1600,1,1055
7450,65,1090,2,8,0,0,1300,1,1015
8450,68,1088,2,8,0,0,1300,3,1035
8250,0,1084,2,1,0,0,1600,1,1050
10950,65,1083,2,1,1,0,1600,1,1065
8950,61,1082,2,1,1,0,1600,2,1040
8750,66,1080,2,8,0,0,1300,1,1015
10450,61,1079,2,1,1,0,1600,3,1075
10950,57,1077,3,1,0,0,1600,3,1085
8450,65,1076,2,1,1,0,1600,2,1035
9950,59,1075,2,1,1,0,1600,1,1065
9950,0,1074,2,1,1,0,1600,1,1055
8750,62,1071,3,8,0,0,1300,1,1015
9950,65,1070,2,1,0,0,1600,3,1070
9500,68,1069,2,1,0,0,1600,3,1070
8250,65,1067,2,1,1,0,1600,2,1035
10950,62,1066,2,1,0,0,1600,3,1075
7950,60,1066,3,8,0,0,1300,3,1015
8250,65,1066,2,8,1,0,1300,0,1015
9895,67,1065,2,1,1,0,1600,2,1040
9130,67,1063,2,8,1,0,1300,1,1015
10950,59,1062,2,8,0,1,1300,3,1065
10500,60,1060,2,1,1,0,1600,3,1075
8900,61,1059,2,1,1,0,1600,1,1050
9500,57,1058,2,8,1,0,1300,3,1045
10950,59,1055,1,9,1,0,1975,3,1155
7950,68,1051,2,8,0,0,1300,1,1015
7950,64,1048,2,8,1,0,1300,1,1015
7950,65,1044,2,8,1,0,1300,1,1015
9500,0,1043,2,0,0,1,1600,3,1100
10950,0,1042,2,1,1,0,1600,3,1075
9750,68,1040,2,1,0,0,1600,2,1035
9750,65,1038,2,1,1,0,1600,1,1050
9450,63,1037,2,1,1,0,1600,1,1055
8950,68,1034,2,8,1,0,1300,1,1015
8950,68,1033,2,8,1,0,1300,1,1015
8900,66,1031,2,1,1,0,1600,3,1070
9950,61,1030,2,8,1,0,1300,3,1035
8750,67,1029,2,8,1,0,1300,1,1020
8950,59,1024,2,1,1,0,1600,3,1075
8990,65,1023,2,1,1,0,1600,2,1035
8950,61,1015,2,8,1,0,1300,1,1015
8950,62,1014,1,6,1,0,2000,1,1120
9950,0,1012,2,1,1,0,1600,1,1065
9900,68,1003,2,1,1,0,1600,3,1075
8950,65,1003,2,8,0,0,1300,1,1015
8950,62,1003,2,1,1,0,1600,3,1070
9500,66,1002,2,0,0,1,1600,1,1085
7950,68,1000,2,8,1,0,1300,1,1015
7750,0,999,2,1,0,0,1600,3,1070
8950,63,995,3,1,1,0,1600,3,1075
11950,60,994,2,1,0,0,1600,3,1085
8950,62,987,2,1,0,0,1600,3,1075
11950,60,986,2,8,0,0,1300,3,1035
8950,68,984,2,1,0,0,1600,1,1050
9950,64,981,2,1,0,0,1600,1,1050
8250,65,980,2,1,1,0,1600,1,1050
8995,67,974,2,8,1,0,1300,3,1050
9995,61,973,2,1,1,0,1600,1,1065
9250,64,970,2,1,1,0,1600,1,1050
10950,64,967,2,1,0,0,1600,3,1070
8900,0,966,2,8,1,0,1300,1,1015
9500,0,963,2,1,1,0,1600,3,1075
9950,58,957,2,1,1,0,1600,3,1075
7950,67,956,2,8,1,0,1332,1,1015
8250,63,954,2,1,1,0,1600,1,1050
9450,64,947,2,8,1,0,1300,1,1015
7950,57,947,2,8,0,0,1300,1,1015
9500,59,939,2,1,0,0,1600,1,1065
8950,65,937,2,1,0,0,1600,1,1050
10950,62,930,2,1,0,0,1600,3,1070
8950,60,929,2,1,0,0,1600,1,1050
9450,63,926,2,8,0,0,1300,3,1035
8000,58,924,2,1,1,0,1600,1,1050
9900,67,923,2,1,0,0,1600,3,1075
8950,62,922,2,1,1,0,1600,3,1035
10900,60,920,1,6,0,0,2000,3,1135
9450,59,917,2,1,1,0,1600,1,1050
8450,64,915,2,1,1,0,1600,2,1035
9500,65,914,2,1,1,0,1600,3,1075
10500,67,912,2,0,1,1,1587,1,1065
6950,68,912,2,8,1,0,1300,1,1015
9750,68,904,2,1,0,0,1600,2,1035
6950,58,903,2,8,1,0,1300,3,1035
9650,67,902,2,1,1,0,1600,1,1065
9950,68,899,2,1,1,0,1600,1,1065
9250,58,898,2,8,0,0,1300,1,1025
8950,63,895,3,1,1,0,1600,3,1070
9900,63,892,2,8,0,0,1300,3,1050
10995,63,891,2,1,1,0,1600,3,1085
10500,65,890,2,1,0,0,1600,3,1075
8950,65,890,2,8,1,0,1300,1,1015
9750,67,888,3,1,0,0,1600,1,1065
10950,68,883,2,1,1,0,1600,3,1075
9750,67,882,2,8,1,0,1300,3,1035
9950,59,879,3,1,1,0,1600,1,1065
10500,65,878,2,1,1,0,1600,2,1035
10400,68,873,2,8,0,1,1300,1,1045
8800,68,870,2,8,0,0,1332,1,1010
10500,61,868,2,1,1,0,1600,1,1065
9250,62,866,2,1,0,0,1600,3,1070
7800,65,864,2,8,1,0,1300,1,1015
9950,61,864,2,1,0,0,1600,1,1050
10750,63,861,2,1,1,0,1600,1,1065
10950,67,860,2,1,0,0,1600,3,1075
9950,65,859,2,1,0,1,1600,2,1070
9950,59,856,3,1,1,0,1600,3,1070
8100,0,855,2,8,1,0,1300,2,1000
9250,60,852,2,1,1,0,1600,1,1050
7800,64,847,2,1,1,0,1600,1,1050
9000,68,847,2,1,0,0,1600,3,1070
8950,57,847,3,1,0,0,1600,2,1035
8950,62,844,2,8,0,0,1300,1,1020
9950,68,843,2,1,1,0,1600,3,1075
8500,60,842,3,1,0,0,1600,3,1070
7995,62,841,2,1,1,0,1600,3,1075
8750,65,840,2,1,1,0,1600,1,1050
9750,63,839,2,8,0,0,1300,1,1020
10950,65,838,2,1,0,0,1600,3,1070
9750,67,837,2,1,1,0,1600,3,1085
8200,60,835,2,8,0,0,1300,1,1015
8950,68,831,2,1,0,0,1600,3,1075
9500,66,829,2,8,0,0,1300,1,1015
10950,58,828,1,6,0,0,2000,3,1135
9750,66,821,2,8,0,1,1300,3,1065
9950,65,817,2,8,1,1,1300,3,1065
10450,0,817,2,8,0,1,1300,1,1050
9850,65,809,2,1,0,0,1600,1,1050
9450,62,808,2,1,1,0,1600,3,1075
10295,67,807,2,1,1,0,1600,1,1050
9750,68,806,2,1,1,0,1600,1,1065
8950,65,803,2,1,1,0,1600,1,1050
9900,68,802,2,1,0,0,1600,3,1075
8750,66,801,2,8,0,0,1300,3,1035
9950,58,800,2,1,1,0,1600,3,1075
8500,60,798,2,8,1,0,1300,1,1015
9950,62,797,2,1,0,0,1600,2,1035
10950,57,794,2,1,0,0,1600,1,1050
9795,68,790,2,1,1,0,1600,2,1035
8750,68,787,2,1,1,0,1600,2,1035
8250,65,786,2,1,1,0,1600,1,1050
9950,58,785,2,1,1,0,1600,3,1075
9950,62,783,2,1,0,0,1600,3,1075
10500,59,781,2,1,1,0,1600,1,1050
9750,62,779,2,8,1,0,1300,3,1040
11250,61,778,2,1,1,0,1600,3,1090
8900,59,777,2,1,1,0,1600,1,1050
7950,60,776,3,8,1,0,1300,1,1015
11500,68,776,2,1,1,0,1600,3,1075
9450,57,775,2,1,0,0,1600,1,1050
7995,65,772,2,8,1,0,1300,1,1015
10995,59,771,2,8,1,0,1300,3,1045
8950,61,768,2,1,1,0,1600,1,1050
8250,0,761,2,8,0,1,1300,2,1030
8950,66,761,2,8,1,0,1300,1,1015
8950,65,761,3,8,1,0,1300,1,1015
9500,62,756,3,8,0,0,1300,3,1035
7500,65,755,2,8,0,0,1300,1,1015
8950,63,751,2,1,0,0,1600,1,1050
9950,63,751,2,8,1,0,1300,3,1035
9750,65,751,2,1,0,0,1600,3,1075
9450,61,751,2,1,1,0,1600,3,1070
9950,65,751,3,1,0,0,1600,1,1050
9750,68,748,2,1,1,0,1600,1,1055
8950,65,747,2,1,0,0,1600,1,1050
8250,66,743,2,1,1,0,1600,3,1070
7750,65,736,2,8,1,0,1300,1,1015
8950,60,734,2,1,0,0,1600,1,1050
9950,64,731,2,1,1,0,1600,3,1075
9450,66,730,2,0,1,1,1600,1,1085
12950,67,729,2,1,1,0,1600,1,1065
9950,58,728,2,1,1,0,1600,1,1050
10495,62,728,2,1,1,0,1600,1,1065
7950,68,721,2,8,0,0,1300,3,1035
10500,63,717,2,0,0,1,1600,3,1115
8950,65,716,2,1,1,0,1600,3,1075
9900,62,712,2,1,1,0,1600,3,1075
9995,61,711,2,1,1,0,1600,1,1065
9950,63,709,2,1,1,0,1600,1,1065
9950,63,705,2,1,0,0,1600,1,1050
8250,67,705,2,1,0,0,1600,1,1050
9950,63,705,2,8,1,0,1300,3,1035
8950,59,699,2,8,0,0,1300,1,1015
10950,62,697,2,0,1,1,1600,1,1080
9250,67,695,2,8,0,0,1300,2,1000
9950,63,691,2,1,1,0,1600,3,1070
9995,57,689,2,8,1,0,1300,3,1045
8750,61,688,2,8,0,0,1300,1,1020
10950,58,684,2,8,0,0,1300,3,1045
10350,0,680,2,0,0,1,1600,3,1105
9950,65,679,2,1,1,0,1600,3,1070
8950,65,678,2,8,1,0,1300,1,1015
10950,57,678,2,1,0,0,1600,3,1075
10950,63,677,2,1,1,0,1600,3,1075
8950,68,675,2,1,1,0,1600,3,1070
8900,67,674,2,1,0,0,1600,1,1050
10250,60,671,2,1,0,0,1600,1,1065
9450,61,668,2,1,1,0,1600,3,1035
9250,61,667,2,1,1,0,1600,1,1055
10500,57,667,2,1,1,0,1600,3,1075
7350,58,667,2,8,0,0,1300,3,1035
10250,57,667,2,1,1,0,1600,1,1135
10250,62,658,2,1,1,0,1600,3,1075
11500,65,653,3,1,1,0,1600,3,1075
8950,68,652,2,1,1,1,1587,1,1075
7750,0,652,2,8,0,0,1300,1,1015
9500,64,651,2,1,1,0,1600,1,1050
8450,67,649,2,8,1,0,1300,1,1015
8950,57,646,2,1,0,0,1600,1,1050
8400,60,645,2,1,1,0,1600,2,1035
9250,66,643,2,8,0,0,1300,1,1015
8900,61,638,2,1,1,0,1600,2,1035
8750,58,631,2,1,0,0,1600,1,1050
10950,58,630,2,1,0,1,1600,3,1105
8950,61,629,2,8,1,0,1300,2,1000
8950,65,627,3,8,1,0,1300,1,1015
8895,61,625,2,1,1,0,1600,3,1070
9390,66,622,2,8,0,0,1300,1,1480
8750,59,620,2,1,1,0,1600,3,1070
9750,61,618,2,1,1,0,1600,3,1075
9950,62,616,2,1,1,0,1600,3,1075
10950,65,613,3,1,0,0,1600,1,1065
9900,67,609,2,1,0,0,1600,3,1085
9500,62,599,2,1,1,0,1600,2,1035
9950,61,595,2,1,0,0,1600,1,1050
9950,63,590,2,1,0,0,1600,3,1055
10500,62,575,2,8,1,0,1300,3,1040
9950,63,572,2,8,0,0,1300,1,1015
10495,68,571,2,8,0,0,1300,3,1035
9500,0,566,2,1,0,0,1600,1,1050
8500,58,563,2,8,1,0,1300,1,1015
10450,60,562,2,1,0,0,1600,2,1035
8950,65,561,2,8,0,0,1300,1,1015
9900,59,558,2,8,1,0,1300,1,1025
8900,0,546,2,8,0,0,1300,3,1035
8745,65,540,2,1,0,0,1600,1,1050
8750,65,538,2,8,0,0,1300,1,1015
10750,57,532,2,1,1,0,1600,3,1050
9750,57,532,3,1,1,0,1600,1,1050
8850,65,532,2,1,0,0,1600,3,1075
7950,66,532,2,8,1,0,1300,3,1035
9450,63,532,2,1,1,0,1600,2,1035
9950,61,532,2,0,0,1,1600,1,1085
8250,63,530,2,1,0,0,1600,2,1035
9950,61,525,2,8,0,0,1300,1,1015
9995,0,523,2,8,0,0,1300,1,1015
9950,59,517,2,1,0,0,1600,3,1070
10495,60,509,2,1,1,0,1600,3,1070
7950,0,505,3,1,0,1,1600,2,1114
8950,68,505,2,1,1,0,1600,3,1035
9695,57,505,2,1,0,0,1600,3,1075
7750,64,505,2,8,0,0,1300,1,1015
9950,68,502,3,1,0,0,1600,1,1050
9950,67,498,2,1,0,0,1600,3,1075
9950,63,491,2,1,1,0,1600,3,1114
9900,64,486,2,1,0,0,1600,3,1070
10950,57,480,2,8,0,0,1300,1,1025
8950,60,477,2,8,1,0,1300,2,1000
8950,66,465,3,8,1,1,1300,1,1045
8250,66,463,2,1,1,0,1600,1,1050
10250,62,461,2,1,1,0,1600,3,1075
8750,61,449,2,1,1,0,1600,3,1070
9750,0,447,2,1,1,0,1600,3,1070
10950,61,444,2,1,0,0,1600,3,1085
10950,60,438,2,1,1,0,1600,1,1050
9750,62,437,2,8,0,0,1300,1,1015
8900,59,436,2,1,1,0,1600,1,1050
9500,60,435,2,1,0,0,1600,3,1070
9950,63,434,2,8,0,0,1300,3,1050
9950,66,433,2,1,0,0,1600,1,1050
8250,65,423,2,8,1,0,1300,1,1015
10450,65,423,2,1,0,0,1600,1,1065
10950,62,420,2,1,1,0,1600,1,1065
9250,65,419,2,8,1,0,1300,1,1015
8900,68,415,2,1,1,0,1600,1,1050
10900,57,415,2,8,1,0,1300,3,1045
9750,64,407,2,1,0,0,1600,1,1050
11950,58,406,2,1,0,0,1600,3,1075
7900,68,404,2,8,1,0,1300,2,1000
10900,57,400,2,1,0,0,1600,2,1035
10450,65,392,2,1,0,0,1600,1,1050
10950,59,382,2,1,1,0,1600,3,1085
9950,65,378,2,8,1,0,1300,1,1015
10750,0,376,2,1,1,0,1600,1,1065
9900,57,374,2,1,1,0,1600,3,1070
10750,68,373,2,1,1,0,1600,2,1035
10450,58,367,2,1,1,0,1600,3,1075
9450,68,363,2,8,1,0,1300,2,1000
10750,60,341,3,8,1,1,1300,1,1045
10950,60,341,2,1,0,0,1600,3,1075
10000,57,336,2,8,0,0,1300,1,1015
10500,68,327,2,1,0,0,1600,1,1055
12500,62,323,2,0,0,1,1600,1,1085
8950,62,319,2,8,1,0,1300,3,1035
10500,58,313,2,1,1,0,1600,3,1075
9245,66,296,2,1,1,0,1600,1,1050
10950,59,294,3,1,1,0,1600,3,1075
9500,0,288,2,8,1,0,1300,1,1015
10900,62,236,3,1,1,0,1600,1,1050
10950,67,210,2,8,0,1,1300,2,1030
9450,66,202,2,8,0,0,1300,3,1035
5900,73,300,1,6,0,0,2000,3,1172
6950,79,285,1,6,0,0,2000,3,1150
6000,78,284,1,6,1,0,2000,3,1135
5250,79,276,0,1,1,0,1600,3,1114
4400,74,271,1,6,1,0,2000,1,1135
6750,77,1255,1,6,1,0,2000,2,1100
8500,69,263,1,6,0,0,2000,3,1135
6150,80,261,1,6,0,0,2000,1,1120
6950,76,257,1,6,0,0,2000,3,1150
5750,76,251,1,6,0,0,2000,1,1115
8750,78,249,3,6,1,0,2000,2,1100
6500,70,244,1,6,0,0,2000,1,1115
5950,73,241,2,1,0,0,1600,3,1075
6500,78,240,2,8,0,0,1300,3,1035
10500,77,234,1,6,0,0,2000,3,1135
8500,77,228,1,6,0,0,2000,2,1100
7950,71,226,2,1,1,0,1600,1,1050
5800,78,223,2,8,0,0,1300,1,1015
6750,80,220,2,8,0,0,1300,1,1015
6950,78,218,1,6,0,0,2000,1,1115
5740,74,217,2,1,0,0,1600,1,1050
6550,73,216,2,8,0,0,1300,1,1015
8950,69,214,1,6,1,0,2000,1,1115
6750,73,213,2,8,1,0,1300,3,1035
7950,78,209,2,1,0,0,1600,1,1050
7950,69,208,1,6,0,0,2000,1,1115
7450,76,207,1,6,1,0,2000,3,1140
7750,70,203,1,6,1,0,2000,3,1150
6450,71,201,0,1,1,0,1600,3,1094
7900,75,199,1,6,1,0,2000,1,1135
6900,69,190,1,6,0,0,2000,1,1115
5600,75,189,2,8,0,0,1300,1,1015
5950,77,188,2,1,0,0,1600,2,1035
6950,80,185,2,8,1,1,1300,1,1045
7950,71,178,1,7,0,0,2000,0,1115
8950,0,177,2,8,0,0,1300,3,1050
7950,74,175,1,9,1,0,2000,3,1135
9500,80,172,1,9,1,0,2000,3,1135
8600,0,165,1,6,1,0,2000,1,1115
5950,71,164,1,6,0,0,2000,3,1135
7750,73,163,2,1,0,0,1600,3,1070
7950,79,155,1,6,0,0,2000,3,1140
6950,77,153,2,1,0,0,1600,1,1050
7250,74,149,2,1,1,0,1600,1,1050
6500,78,148,2,8,0,0,1300,3,1015
7250,77,145,2,1,1,0,1600,3,1070
9250,80,144,3,1,1,0,1600,3,1070
8250,73,143,2,1,1,0,1600,1,1050
7250,71,142,1,6,1,0,2000,1,1115
5250,72,139,2,1,1,0,1600,2,1035
7900,77,136,2,1,1,0,1600,3,1050
6900,76,135,2,1,0,0,1600,1,1050
7900,75,134,2,1,0,0,1600,1,1050
7250,74,130,1,6,0,0,2000,3,1135
8450,70,129,2,1,1,0,1600,1,1050
7950,0,128,2,1,1,0,1600,3,1075
7950,74,127,2,1,1,0,1600,1,1050
6450,72,125,2,1,1,0,1600,1,1050
6650,75,124,2,1,1,0,1600,3,1070
7950,74,123,2,8,0,0,1300,1,1015
7250,80,121,2,8,0,0,1300,3,1040
7450,77,120,2,1,0,0,1600,1,1050
7950,74,119,2,1,1,0,1600,2,1035
7250,0,117,2,1,1,0,1600,3,1070
8250,71,116,1,6,0,0,2000,1,1115
8950,76,114,1,6,1,0,2000,3,1135
7750,74,113,2,1,1,0,1600,1,1050
8500,71,112,2,1,0,0,1600,3,1085
7750,78,112,2,1,0,0,1600,3,1075
5750,73,95,2,1,0,0,1600,2,1035
6900,76,92,2,1,1,0,1600,3,1070
6500,0,90,2,1,1,0,1600,1,1050
6500,78,86,2,0,1,1,1600,3,1100
7600,77,82,2,8,1,0,1300,3,1050
8950,73,78,1,6,1,0,2000,3,1135
7450,74,76,2,1,1,0,1600,3,1070
7350,72,1255,2,8,1,0,1300,1,1015
7750,73,72,2,8,0,0,1300,1,1015
7460,80,71,0,1,0,0,1598,1,1083
9250,76,70,2,1,1,0,1600,3,1085
7250,80,68,2,1,1,0,1600,1,1055
6500,72,66,2,8,1,0,1300,1,1015
6800,80,63,2,1,1,0,1600,2,1035
8700,75,60,2,1,0,0,1600,3,1085
7500,0,59,2,1,0,0,1600,3,1070
7750,71,52,2,1,0,0,1600,1,1050
7950,73,51,2,1,1,0,1600,1,1050
9950,75,50,2,1,1,0,1600,1,1050
6640,74,48,2,1,0,0,1600,3,1070
8750,71,47,2,8,0,0,1300,1,1015
7750,72,46,2,1,0,0,1600,1,1050
5950,72,44,2,8,0,0,1300,1,1015
6750,77,42,2,8,0,0,1300,1,1015
6500,80,41,2,1,1,0,1600,1,1050
8750,76,38,2,1,1,0,1600,1,1050
7950,74,36,2,1,1,0,1600,1,1050
6750,74,35,2,8,1,0,1300,1,1010
7950,73,31,2,8,1,0,1300,3,1035
7950,80,26,2,8,1,0,1300,1,1015
8950,75,22,2,0,1,1,1600,3,1105
7750,77,21,2,8,1,0,1300,1,1015
6450,75,19,2,1,1,0,1600,3,1070
6900,74,17,2,1,0,0,1600,1,1050
8450,75,14,2,1,1,0,1600,3,1085
6750,74,12,2,8,0,0,1300,1,1015
8050,74,9,2,8,1,1,1300,2,1030
9500,79,8,2,1,0,0,1600,3,1070
7750,78,6,2,1,0,0,1600,2,1035
8500,80,5,2,1,0,0,1600,3,1085
7795,75,3,2,1,1,0,1600,1,1050
6490,80,2,2,1,1,0,1600,1,1050
7950,73,1254,2,1,1,0,1600,1,1050
6425,79,1251,2,8,0,0,1300,3,1035
8950,69,1250,2,8,1,0,1300,3,1035
6950,72,1248,2,1,1,0,1600,3,1114
8750,79,1246,2,1,0,0,1600,3,1085
8450,71,1242,2,1,1,0,1600,1,1050
7950,77,1239,2,1,1,0,1600,3,1065
7950,80,1235,2,8,0,0,1300,3,1035
8900,78,1234,2,1,1,0,1600,3,1070
8950,73,1232,2,1,1,0,1600,3,1085
8900,73,1228,2,1,1,0,1600,3,1085
7950,69,1226,2,1,0,0,1600,2,1035
6495,74,1223,2,8,1,0,1300,1,1015
7250,78,1220,2,8,1,0,1300,1,1015
9250,0,1220,2,1,1,0,1600,3,1085
6650,78,1219,2,1,1,0,1600,3,1070
6990,79,1217,2,1,0,0,1600,3,1085
7750,78,1216,2,1,1,0,1600,3,1070
6950,79,1214,3,8,1,0,1300,3,1035
7250,80,1211,2,1,0,0,1600,1,1050
9950,0,1208,2,1,1,0,1600,3,1085
9250,0,1207,2,1,0,0,1600,3,1070
7200,79,1202,3,8,1,0,1300,3,1035
8250,72,1201,2,1,1,0,1600,3,1075
8950,79,1200,2,1,1,0,1600,1,1050
8250,77,1199,3,1,1,0,1600,3,1075
6250,80,1197,2,8,1,0,1300,1,1015
9900,80,1195,2,0,0,1,1600,3,1105
7300,80,1192,2,8,1,0,1300,3,1035
8950,72,1191,2,8,1,0,1300,1,1020
6500,70,1190,2,8,1,0,1300,1,1015
7950,78,1187,2,1,1,0,1600,3,1070
7450,75,1183,2,1,0,0,1600,1,1050
7950,71,1180,2,8,1,0,1300,3,1035
8500,78,1179,2,8,1,0,1300,3,1035
6950,77,1178,2,8,1,0,1300,1,1015
7950,78,1175,2,8,0,1,1300,1,1045
6750,77,1174,3,8,1,0,1300,1,1015
8450,70,1173,2,1,0,0,1600,1,1055
7500,78,1171,2,1,0,0,1600,3,1114
8750,74,1170,1,6,1,0,2000,1,1115
8750,79,1168,2,8,1,0,1300,3,1035
8950,76,1166,2,1,1,0,1600,1,1050
7450,0,1165,2,8,0,0,1300,1,1015
9200,69,1163,2,1,1,0,1600,3,1085
8950,74,1159,2,1,1,0,1600,1,1050
7850,72,1156,2,1,0,0,1600,3,1075
